cluster_id,contour_id,point_index,x,y
1,2,20,915,920
1,2,21,727,1013
1,2,22,742,1038
1,2,23,717,1021
1,2,24,540,1167
1,2,25,326,1271
1,2,26,257,1332
1,2,27,0,1417
1,2,28,0,1451
1,2,29,304,1455
1,2,30,356,1369
1,2,31,411,1344
1,2,32,523,1205
1,2,33,762,1071
1,2,34,743,1037
1,2,35,780,1058
1,2,36,1507,561
1,2,37,2080,305
1,2,38,2093,110
1,2,39,2043,104
2,0,0,240,1223
2,0,1,238,1223
2,0,2,237,1224
2,0,3,235,1224
2,0,4,232,1227
2,0,5,231,1227
2,0,6,231,1229
2,0,7,230,1230
2,0,8,230,1234
2,0,9,231,1235
2,0,10,231,1239
2,0,11,232,1240
2,0,12,232,1241
2,0,13,231,1242
2,0,14,231,1243
2,0,15,230,1244
2,0,16,231,1245
2,0,17,231,1246
2,0,18,232,1247
2,0,19,233,1247
2,0,20,235,1245
2,0,21,236,1245
2,0,22,236,1238
2,0,23,235,1237
2,0,24,236,1236
2,0,25,236,1234
2,0,26,235,1233
2,0,27,236,1232
2,0,28,236,1231
2,0,29,237,1230
2,0,30,237,1228
2,0,31,240,1225
2,1,0,1415,1220
2,1,1,1413,1222
2,1,2,1413,1226
2,1,3,1414,1227
2,1,4,1414,1235
2,1,5,1412,1237
2,1,6,1411,1237
2,1,7,1411,1238
2,1,8,1410,1239
2,1,9,1410,1240
2,1,10,1414,1240
2,1,11,1415,1239
2,1,12,1416,1240
2,1,13,1417,1239
2,1,14,1419,1239
2,1,15,1420,1240
2,1,16,1420,1243
2,1,17,1429,1243
2,1,18,1429,1242
2,1,19,1430,1241
2,1,20,1430,1240
2,1,21,1429,1240
2,1,22,1428,1239
2,1,23,1426,1239
2,1,24,1425,1238
2,1,25,1421,1238
2,1,26,1419,1236
2,1,27,1421,1234
2,1,28,1421,1231
2,1,29,1422,1230
2,1,30,1421,1229
2,1,31,1421,1228
2,1,32,1422,1227
2,1,33,1422,1226
2,1,34,1421,1225
2,1,35,1421,1223
2,1,36,1420,1222
2,1,37,1420,1221
2,1,38,1418,1221
2,1,39,1417,1220
2,2,0,165,1220
2,2,1,165,1223
2,2,2,191,1223
2,2,3,191,1221
2,2,4,190,1220
2,3,0,1309,1140
2,3,1,1308,1141
2,3,2,1305,1141
2,3,3,1304,1140
2,3,4,1301,1140
2,3,5,1300,1141
2,3,6,1299,1141
2,3,7,1298,1142
2,3,8,1297,1141
2,3,9,1295,1141
2,3,10,1295,1146
2,3,11,1291,1150
2,3,12,1291,1153
2,3,13,1292,1154
2,3,14,1291,1153
2,3,15,1291,1152
2,3,16,1292,1151
2,3,17,1292,1150
2,3,18,1293,1149
2,3,19,1295,1149
2,3,20,1297,1151
2,3,21,1297,1152
2,3,22,1300,1149
2,3,23,1301,1149
2,3,24,1302,1148
2,3,25,1302,1146
2,3,26,1304,1144
2,3,27,1305,1144
2,4,0,1984,854
2,4,1,1983,855
2,4,2,1982,855
2,4,3,1982,856
2,4,4,1980,858
2,4,5,1980,859
2,4,6,1979,860
2,4,7,1979,861
2,4,8,1976,864
2,4,9,1976,869
2,4,10,1977,870
2,4,11,1977,873
2,4,12,1979,875
2,4,13,1986,875
2,4,14,1987,876
2,4,15,1990,876
2,4,16,1991,875
2,4,17,1992,875
2,4,18,1995,872
2,4,19,1995,871
2,4,20,1996,870
2,4,21,1996,868
2,4,22,1995,867
2,4,23,1995,860
2,4,24,1990,860
2,4,25,1989,861
2,4,26,1987,861
2,4,27,1986,860
2,4,28,1986,859
2,4,29,1985,858
2,4,30,1985,855
2,5,0,2095,832
2,5,1,1982,808
2,5,2,1886,839
2,5,3,1716,925
2,5,4,1587,952
2,5,5,1566,975
2,5,6,1573,976
2,5,7,1568,1023
2,5,8,1538,1061
2,5,9,1536,1054
2,5,10,1384,1146
2,5,11,1347,1186
2,5,12,1262,1231
2,5,13,1265,1241
2,5,14,1246,1230
2,5,15,1160,1283
2,5,16,1038,1386
2,5,17,968,1410
2,5,18,884,1455
2,5,19,1115,1455
2,5,20,1146,1432
2,5,21,1140,1418
2,5,22,1161,1425
2,5,23,1223,1382
2,5,24,1292,1310
2,5,25,1326,1250
2,5,26,1362,1224
2,5,27,1427,1205
2,5,28,1458,1177
2,5,29,1462,1155
2,5,30,1468,1164
2,5,31,1543,1108
2,5,32,1736,1005
2,5,33,1954,850
2,5,34,1988,839
2,5,35,2021,847
2,5,36,2093,893
2,6,0,653,775
2,6,1,505,894
2,6,2,405,932
2,6,3,402,1021
2,6,4,398,937
2,6,5,348,978
2,6,6,311,1048
2,6,7,205,1131
2,6,8,23,1221
2,6,9,0,1220
2,6,10,12,1241
2,6,11,125,1200
2,6,12,206,1186
2,6,13,218,1200
2,6,14,221,1190
2,6,15,232,1202
2,6,16,250,1195
2,6,17,273,1227
2,6,18,254,1273
2,6,19,206,1315
2,6,20,108,1367
2,6,21,0,1388
2,6,22,7,1416
2,6,23,259,1330
2,6,24,323,1264
2,6,25,525,1175
2,6,26,720,1019
2,6,27,702,965
2,6,28,686,970
2,6,29,692,982
2,6,30,669,972
2,6,31,657,1016
2,6,32,635,1037
2,6,33,530,1089
2,6,34,500,1125
2,6,35,434,1153
2,6,36,433,1165
2,6,37,358,1194
2,6,38,302,1188
2,6,39,284,1131
2,6,40,352,1073
2,6,41,354,1052
2,6,42,362,1061
2,6,43,399,1029
2,6,44,455,1009
2,6,45,448,995
2,6,46,480,986
2,6,47,478,967
2,6,48,485,983
2,6,49,532,970
2,6,50,544,981
2,6,51,586,963
2,6,52,648,892
2,6,53,708,849
2,7,0,1571,300
2,7,1,1546,280
2,7,2,1512,270
2,7,3,1461,273
2,7,4,1404,295
2,7,5,1339,333
2,7,6,1167,485
2,7,7,1066,560
2,7,8,1015,590
2,7,9,964,603
2,7,10,968,613
2,7,11,945,603
2,7,12,904,618
2,7,13,769,719
2,7,14,662,771
2,7,15,718,842
2,7,16,764,817
2,7,17,790,830
2,7,18,811,859
2,7,19,785,900
2,7,20,789,910
2,7,21,713,965
2,7,22,715,992
2,7,23,726,988
2,7,24,719,999
2,7,25,726,1014
2,7,26,779,971
2,7,27,915,919
2,7,28,1012,843
2,7,29,1040,805
2,7,30,1104,779
2,7,31,1201,713
2,7,32,1203,694
2,7,33,1207,707
2,7,34,1300,657
2,7,35,1298,649
2,7,36,1332,623
2,7,37,1380,602
2,7,38,1389,584
2,7,39,1392,593
2,7,40,1435,563
2,7,41,1518,479
2,7,42,1573,401
2,7,43,1591,345
2,8,0,1727,48
2,8,1,1724,48
2,8,2,1723,49
2,8,3,1720,49
2,8,4,1717,52
2,8,5,1715,52
2,8,6,1714,53
2,8,7,1713,53
2,8,8,1712,54
2,8,9,1710,54
2,8,10,1712,56
2,8,11,1712,68
2,8,12,1713,67
2,8,13,1715,67
2,8,14,1717,65
2,8,15,1718,65
2,8,16,1720,63
2,8,17,1720,62
2,8,18,1721,61
2,8,19,1721,59
2,8,20,1723,57
2,8,21,1724,57
2,8,22,1724,56
2,8,23,1722,54
2,8,24,1721,54
2,8,25,1720,53
2,8,26,1724,49
2,8,27,1725,49
2,8,28,1726,48
3,0,0,631,748
3,0,1,605,715
3,0,2,580,690
3,0,3,533,663
3,0,4,507,655
3,0,5,493,668
3,0,6,477,665
3,0,7,474,668
3,0,8,482,681
3,0,9,480,696
3,0,10,474,699
3,0,11,469,698
3,0,12,460,689
3,0,13,450,665
3,0,14,444,665
3,0,15,426,699
3,0,16,413,710
3,0,17,400,828
3,0,18,401,841
3,0,19,405,841
3,0,20,408,846
3,0,21,399,854
3,0,22,401,868
3,0,23,404,864
3,0,24,402,861
3,0,25,407,860
3,0,26,430,832
3,0,27,430,826
3,0,28,434,822
3,0,29,437,824
3,0,30,452,808
3,0,31,455,810
3,0,32,461,806
3,0,33,459,805
3,0,34,461,802
3,0,35,466,802
3,0,36,463,805
3,0,37,472,800
3,0,38,469,799
3,0,39,475,795
3,0,40,476,798
3,0,41,484,795
3,0,42,484,791
3,0,43,496,788
3,0,44,497,791
3,0,45,517,787
3,0,46,518,783
3,0,47,519,786
3,0,48,565,784
3,0,49,565,780
3,0,50,583,782
3,0,51,612,777
3,0,52,609,776
3,0,53,612,773
3,0,54,619,771
3,0,55,619,774
3,0,56,634,763
3,0,57,629,767
3,0,58,630,759
3,0,59,621,754
3,0,60,624,751
3,0,61,629,752
3,1,0,410,654
3,1,1,384,659
3,1,2,349,646
3,1,3,326,649
3,1,4,288,663
3,1,5,262,689
3,1,6,250,691
3,1,7,246,702
3,1,8,259,729
3,1,9,260,746
3,1,10,242,797
3,1,11,231,790
3,1,12,223,742
3,1,13,212,716
3,1,14,186,701
3,1,15,183,711
3,1,16,195,727
3,1,17,187,737
3,1,18,174,737
3,1,19,171,746
3,1,20,209,769
3,1,21,204,779
3,1,22,186,779
3,1,23,207,812
3,1,24,197,825
3,1,25,163,817
3,1,26,160,830
3,1,27,167,851
3,1,28,191,854
3,1,29,195,860
3,1,30,172,875
3,1,31,141,868
3,1,32,120,894
3,1,33,99,903
3,1,34,28,897
3,1,35,38,906
3,1,36,61,907
3,1,37,72,921
3,1,38,5,926
3,1,39,5,1053
3,1,40,14,1054
3,1,41,36,1041
3,1,42,55,1005
3,1,43,86,985
3,1,44,94,960
3,1,45,112,940
3,1,46,177,943
3,1,47,240,907
3,1,48,237,900
3,1,49,245,896
3,1,50,252,901
3,1,51,288,899
3,1,52,301,904
3,1,53,297,907
3,1,54,364,902
3,1,55,391,883
3,1,56,393,849
3,1,57,384,835
3,1,58,394,835
3,2,0,971,484
3,2,1,970,484
3,2,2,969,483
3,2,3,966,483
3,2,4,964,485
3,2,5,964,486
3,2,6,959,491
3,2,7,959,492
3,2,8,950,501
3,2,9,950,503
3,2,10,951,504
3,2,11,951,507
3,2,12,950,508
3,2,13,965,508
3,2,14,964,508
3,2,15,963,507
3,2,16,963,505
3,2,17,964,504
3,2,18,966,504
3,2,19,967,503
3,2,20,968,503
3,2,21,969,502
3,2,22,970,503
3,2,23,971,502
3,2,24,973,502
3,2,25,974,503
3,2,26,973,504
3,2,27,973,505
3,2,28,975,503
3,2,29,976,503
3,2,30,976,502
3,2,31,975,501
3,2,32,976,500
3,2,33,976,497
3,2,34,977,496
3,2,35,976,495
3,2,36,976,494
3,2,37,974,492
3,2,38,974,491
3,2,39,973,490
3,2,40,973,488
3,2,41,972,487
3,2,42,972,486
3,2,43,971,485
3,3,0,795,95
3,3,1,759,118
3,3,2,721,95
3,3,3,713,267
3,3,4,682,319
3,3,5,669,314
3,3,6,660,281
3,3,7,634,269
3,3,8,632,242
3,3,9,597,223
3,3,10,613,271
3,3,11,597,290
3,3,12,616,351
3,3,13,603,381
3,3,14,593,384
3,3,15,577,361
3,3,16,562,258
3,3,17,527,266
3,3,18,517,254
3,3,19,520,197
3,3,20,509,192
3,3,21,444,277
3,3,22,432,311
3,3,23,445,358
3,3,24,472,380
3,3,25,461,380
3,3,26,466,413
3,3,27,442,448
3,3,28,420,455
3,3,29,391,411
3,3,30,331,411
3,3,31,339,441
3,3,32,390,471
3,3,33,383,514
3,3,34,446,542
3,3,35,461,593
3,3,36,402,561
3,3,37,381,566
3,3,38,395,585
3,3,39,432,604
3,3,40,450,632
3,3,41,498,640
3,3,42,567,673
3,3,43,634,742
3,3,44,639,725
3,3,45,622,694
3,3,46,600,588
3,3,47,602,474
3,3,48,640,416
3,3,49,680,393
3,3,50,679,382
3,3,51,743,410
3,3,52,758,406
3,3,53,750,417
3,3,54,786,431
3,3,55,878,403
3,3,56,919,440
3,3,57,941,505
3,3,58,972,465
3,3,59,956,421
3,3,60,968,375
3,3,61,939,370
3,3,62,934,337
3,3,63,893,311
3,3,64,906,255
3,3,65,879,163
3,3,66,859,249
3,3,67,832,263
3,3,68,809,251
3,3,69,796,211
3,3,70,832,171
3,3,71,816,155
3,3,72,823,111
3,4,0,75,88
3,4,1,71,135
3,4,2,5,167
3,4,3,4,605
3,4,4,18,621
3,4,5,23,657
3,4,6,36,653
3,4,7,37,619
3,4,8,47,608
3,4,9,70,638
3,4,10,82,628
3,4,11,65,619
3,4,12,102,599
3,4,13,95,562
3,4,14,108,521
3,4,15,80,474
3,4,16,96,470
3,4,17,124,489
